Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Effectiveness_Score,Effectiveness_Category,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations
OUT0011,41,1579228.74,29847587.47,20926.0,9.212195121951218,18.900104027995337,5.290976168801893,41.89,Moderate,Needs Improvement,High,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,579,228.74 against sales revenue of ₹29,847,587.47. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 20,926 orders from ₹29,847,587.47 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is below the lower-performing outlet range.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Review campaigns and redirect marketing spending toward better-performing activities."
OUT0012,38,6423521.34,121360091.27,106412.0,22.81,18.893078242657477,5.29294372868347,62.94,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹6,423,521.34 against sales revenue of ₹121,360,091.27. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 106,412 orders from ₹121,360,091.27 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0013,40,3133441.4,58850615.78,54993.0,27.502249999999997,18.781463658455525,5.324398663411912,60.77,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,133,441.40 against sales revenue of ₹58,850,615.78. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 54,993 orders from ₹58,850,615.78 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0014,40,2564597.86,53643501.61,30375.0,19.74525,20.916925201676648,4.7808174019757095,55.11,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,564,597.86 against sales revenue of ₹53,643,501.61. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 30,375 orders from ₹53,643,501.61 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0015,39,3047398.51,62252696.18,52683.0,19.406153846153845,20.428144194373843,4.895207271326251,56.56,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,047,398.51 against sales revenue of ₹62,252,696.18. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 52,683 orders from ₹62,252,696.18 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0016,38,4734611.43,97823953.32000001,83405.0,37.648947368421055,20.6614533771782,4.839930578671485,75.62,High Performing,Moderate,Low,"Overall marketing effectiveness is strong. Total marketing spend is ₹4,734,611.43 against sales revenue of ₹97,823,953.32. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 83,405 orders from ₹97,823,953.32 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.",Continue effective marketing activities and consider scaling campaigns that generate strong results.
OUT0017,40,3348335.93,67323220.11,111228.0,26.174,20.10647124943643,4.973523138865201,68.33,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,348,335.93 against sales revenue of ₹67,323,220.11. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 111,228 orders from ₹67,323,220.11 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0018,39,2460328.04,54659142.910000004,42895.0,29.382307692307695,22.216201263145383,4.501219574648467,66.74,Moderate,High Performing,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,460,328.04 against sales revenue of ₹54,659,142.91. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 42,895 orders from ₹54,659,142.91 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0019,39,3711455.37,72629817.84,49391.0,32.725641025641025,19.56909368413071,5.11009869001208,65.8,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,711,455.37 against sales revenue of ₹72,629,817.84. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 49,391 orders from ₹72,629,817.84 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0020,38,1674955.09,31447088.55,18497.0,11.857368421052632,18.774884614966005,5.326264424564671,43.59,Moderate,Needs Improvement,High,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,674,955.09 against sales revenue of ₹31,447,088.55. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 18,497 orders from ₹31,447,088.55 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is below the lower-performing outlet range.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Review campaigns and redirect marketing spending toward better-performing activities."
OUT0021,40,9944725.24,194005262.25,185180.0,37.934250000000006,19.50835820678742,5.126007987961162,85.55,High Performing,Moderate,Low,"Overall marketing effectiveness is strong. Total marketing spend is ₹9,944,725.24 against sales revenue of ₹194,005,262.25. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 185,180 orders from ₹194,005,262.25 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.",Continue effective marketing activities and consider scaling campaigns that generate strong results.
OUT0022,41,2898593.16,48516431.22,31716.0,13.304878048780488,16.73792372434909,5.974456667796104,42.88,Moderate,Needs Improvement,High,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,898,593.16 against sales revenue of ₹48,516,431.22. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 31,716 orders from ₹48,516,431.22 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is below the lower-performing outlet range.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Review campaigns and redirect marketing spending toward better-performing activities."
OUT0023,37,1386492.78,27524424.41,20340.0,21.915405405405405,19.851833927328492,5.037317981102879,53.97,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,386,492.78 against sales revenue of ₹27,524,424.41. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 20,340 orders from ₹27,524,424.41 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0024,36,1799477.57,35983809.85,39318.0,18.161388888888887,19.996809323941726,5.000797796290045,53.27,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,799,477.57 against sales revenue of ₹35,983,809.85. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 39,318 orders from ₹35,983,809.85 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0025,39,4368480.86,80293004.57000001,52218.0,28.17871794871795,18.38007470862537,5.4406742945975175,60.34,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,368,480.86 against sales revenue of ₹80,293,004.57. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 52,218 orders from ₹80,293,004.57 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0026,40,5256562.63,109471057.4,139514.0,27.4755,20.825597468435376,4.8017830053407335,73.86,Moderate,High Performing,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,256,562.63 against sales revenue of ₹109,471,057.40. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 139,514 orders from ₹109,471,057.40 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0027,40,3686831.6,77416103.08,45632.0,15.861,20.998003564903804,4.762357511317916,53.77,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,686,831.60 against sales revenue of ₹77,416,103.08. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 45,632 orders from ₹77,416,103.08 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0028,42,10302560.97,210025684.64,160672.0,32.96690476190476,20.385774493504403,4.9053814478259525,80.1,High Performing,Moderate,Low,"Overall marketing effectiveness is strong. Total marketing spend is ₹10,302,560.97 against sales revenue of ₹210,025,684.64. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 160,672 orders from ₹210,025,684.64 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.",Continue effective marketing activities and consider scaling campaigns that generate strong results.
OUT0029,37,3085797.8,58613013.45,37293.0,18.251621621621624,18.994443981391136,5.264697408251068,51.42,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,085,797.80 against sales revenue of ₹58,613,013.45. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 37,293 orders from ₹58,613,013.45 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0030,40,798288.25,16742580.69,11292.0,15.925,20.973101746142447,4.768011961721058,49.85,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹798,288.25 against sales revenue of ₹16,742,580.69. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 11,292 orders from ₹16,742,580.69 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0031,38,5310374.46,106573945.83,80797.0,24.90473684210526,20.069007681616487,4.982807400666926,63.73,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,310,374.46 against sales revenue of ₹106,573,945.83. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 80,797 orders from ₹106,573,945.83 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0032,36,2678003.27,60539547.18,35005.0,20.352777777777778,22.606226011068312,4.423560126800407,58.99,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,678,003.27 against sales revenue of ₹60,539,547.18. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 35,005 orders from ₹60,539,547.18 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0033,38,9145965.03,177238121.64,140983.0,28.58421052631579,19.378832201810855,5.1602696673670305,72.51,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹9,145,965.03 against sales revenue of ₹177,238,121.64. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 140,983 orders from ₹177,238,121.64 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0034,39,3950748.3,80361380.67,74001.0,26.05076923076923,20.340799911247196,4.91622750512905,64.37,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,950,748.30 against sales revenue of ₹80,361,380.67. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 74,001 orders from ₹80,361,380.67 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0035,40,1603501.77,32242394.45,67331.0,28.40025,20.107489154813965,4.9732713632253205,65.16,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,603,501.77 against sales revenue of ₹32,242,394.45. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 67,331 orders from ₹32,242,394.45 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0036,38,2911740.94,58310783.23,58680.0,18.412894736842105,20.026089007080415,4.993486245099781,55.74,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,911,740.94 against sales revenue of ₹58,310,783.23. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 58,680 orders from ₹58,310,783.23 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0037,40,2578234.17,53102329.85,29953.0,18.95375,20.59639518702058,4.855218551206374,53.87,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,578,234.17 against sales revenue of ₹53,102,329.85. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 29,953 orders from ₹53,102,329.85 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0038,40,1006111.71,22199881.34,46993.0,16.204,22.065026298123495,4.532058953788985,56.01,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,006,111.71 against sales revenue of ₹22,199,881.34. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 46,993 orders from ₹22,199,881.34 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0039,39,5325282.52,112625745.55,96042.0,32.212051282051284,21.149252669133507,4.728299461188339,73.37,Moderate,High Performing,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,325,282.52 against sales revenue of ₹112,625,745.55. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 96,042 orders from ₹112,625,745.55 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0040,40,5273106.62,95507434.15,57141.0,17.9625,18.112175806906027,5.521147821559396,51.97,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹5,273,106.62 against sales revenue of ₹95,507,434.15. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 57,141 orders from ₹95,507,434.15 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0041,40,4607164.8100000005,96742583.42,112237.0,26.502249999999997,20.998290143651275,4.762292516004428,70.22,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹4,607,164.81 against sales revenue of ₹96,742,583.42. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 112,237 orders from ₹96,742,583.42 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0042,39,1028982.91,19910229.03,12333.0,20.632051282051282,19.349426347615434,5.168111870785446,51.15,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,028,982.91 against sales revenue of ₹19,910,229.03. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 12,333 orders from ₹19,910,229.03 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0043,39,1628707.75,30190923.12,23725.0,23.732820512820513,18.536734487817107,5.39469344321261,53.65,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,628,707.75 against sales revenue of ₹30,190,923.12. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 23,725 orders from ₹30,190,923.12 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0044,39,8429711.31,164358081.57,116114.0,25.71076923076923,19.49747453095164,5.128869374402981,67.48,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹8,429,711.31 against sales revenue of ₹164,358,081.57. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 116,114 orders from ₹164,358,081.57 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0045,40,267347.46,5369232.57,11548.0,15.328,20.083349847423275,4.979249017704592,47.89,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹267,347.46 against sales revenue of ₹5,369,232.57. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 11,548 orders from ₹5,369,232.57 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0046,39,2033101.33,40751261.77,58671.0,17.41846153846154,20.04389115716136,4.989051238400464,54.94,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹2,033,101.33 against sales revenue of ₹40,751,261.77. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 58,671 orders from ₹40,751,261.77 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0047,39,1465712.74,32133131.53,34599.0,27.537692307692307,21.9232122728223,4.561375347533705,63.76,Moderate,High Performing,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,465,712.74 against sales revenue of ₹32,133,131.53. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 34,599 orders from ₹32,133,131.53 in sales revenue. Conversion rate is among the stronger outlet results. Marketing efficiency is among the stronger outlet results.",Continue monitoring successful campaigns and consider scaling effective activities.
OUT0048,40,3681889.05,69992589.36,52854.0,23.46925,19.009967005931372,5.260398398839862,57.56,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹3,681,889.05 against sales revenue of ₹69,992,589.36. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 52,854 orders from ₹69,992,589.36 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is below the lower-performing outlet range.",Review campaigns and redirect marketing spending toward better-performing activities.
OUT0049,39,6358054.98,130272028.36,111982.0,24.706410256410255,20.489289376984907,4.880598744060272,67.84,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹6,358,054.98 against sales revenue of ₹130,272,028.36. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 111,982 orders from ₹130,272,028.36 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0050,40,922172.74,18617709.24,20202.0,7.91725,20.18896073635835,4.953201965463718,42.9,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹922,172.74 against sales revenue of ₹18,617,709.24. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 20,202 orders from ₹18,617,709.24 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is within the middle range of outlet performance.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities."
OUT0051,39,6981657.84,137250340.21,99931.0,21.255641025641026,19.658703327403398,5.0868054893836385,62.2,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹6,981,657.84 against sales revenue of ₹137,250,340.21. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 99,931 orders from ₹137,250,340.21 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0052,38,1133036.32,22420709.73,41192.0,26.51684210526316,19.788165069589294,5.053525662855991,60.07,Moderate,Moderate,Low,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,133,036.32 against sales revenue of ₹22,420,709.73. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 41,192 orders from ₹22,420,709.73 in sales revenue. Conversion rate is within the middle range of outlet performance. Marketing efficiency is within the middle range of outlet performance.","Continue monitoring marketing performance and optimize campaigns using sales, orders, conversion, and efficiency trends."
OUT0053,39,930090.24,19470959.39,41854.0,16.003846153846155,20.934484152849514,4.7768074565328345,53.35,Moderate,Needs Improvement,Medium,"Overall marketing effectiveness is moderate. Total marketing spend is ₹930,090.24 against sales revenue of ₹19,470,959.39. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 41,854 orders from ₹19,470,959.39 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is among the stronger outlet results.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Continue monitoring successful campaigns and consider scaling effective activities."
OUT0054,37,1921802.34,35019072.98,29860.0,12.925945945945946,18.221995181877027,5.4878732543764785,44.85,Moderate,Needs Improvement,High,"Overall marketing effectiveness is moderate. Total marketing spend is ₹1,921,802.34 against sales revenue of ₹35,019,072.98. Marketing spend represents a relatively lower proportion of sales revenue. The outlet generated 29,860 orders from ₹35,019,072.98 in sales revenue. Conversion rate is below the lower-performing outlet range. Marketing efficiency is below the lower-performing outlet range.","Improve campaign targeting, customer engagement, offers, and conversion-focused activities. Review campaigns and redirect marketing spending toward better-performing activities."
